MPID	log($PF_n$)	${\bar N_{{\rm{dU}}}}$	$N_{{\rm{dU}}}^{\max }$	$N_{\rm{U}}^{\max }$	$E_{\rm{g}}$	$\Delta {\bar r_{{\rm{cov}}}}$	$N_{\rm{M}}^{\max }$	${f_{\rm{p}}}$	$SG$	$T_{\rm{M}}^{\max }$	$\bar \chi $	${L_0}$	$r_{{\rm cov}} ^{\max }$
mp-638061	-2.091515356	0.0	0	5	4.2242	13.11111111	94	0.5	62	933.47	2.671666667	3	142
mp-866474	-2.092589015	0.0	0	4	2.0322	28.73469388	88	0.428571429	62	1115.0	2.04	3	176
mp-608490	-2.093665335	0.0	0	1	2.5237	22.56	94	0.3125	62	370.87	2.482	3	166
mp-31097	-2.094204498	0.0	0	5	5.0631	58.22222222	92	0.125	62	933.47	1.871666667	3	203
mp-559385	-2.094204498	0.0	0	3	4.0717	62.20408163	87	0.307692308	62	1747.0	2.452857143	3	195
mp-16919	-2.096367864	3.25	9	9	1.2257	37.5	88	0.37037037	62	2506.0	2.08	3	190
mp-9371	-2.09799749	0.0	0	2	7.8677	49.5	93	0.428571429	62	1770.0	3.295	2	189
mp-20489	-2.100179881	0.0	0	4	0.7941	50.16	87	0.291666667	62	1050.0	2.72	3	195
mp-768234	-2.100727196	3.25	9	9	4.0102	61.09375	87	0.37037037	62	2506.0	2.5875	3	207
mp-556075	-2.101823901	0.0	0	4	4.0223	62.20408163	87	0.32	62	1685.0	2.45	3	195
mp-22908	-2.102373294	0.0	0	3	3.426	17.25	94	0.36	62	544.4	2.875	2	148
mp-774715	-2.102923382	0.9	6	7	2.4458	57.12	87	0.5	62	2750.0	2.531	4	215
mp-766929	-2.102923382	0.0	0	4	2.2195	29.92	87	0.416666667	62	505.08	2.878666667	3	139
mp-619661	-2.103474169	0.0	0	4	2.2333	31.51020408	96	0.184615385	62	600.61	2.741428571	3	146
mp-18042	-2.10513073	0.0	0	5	3.9857	62.85714286	87	0.333333333	62	1629.0	2.447142857	3	195
mp-4160	-2.109579372	0.0	0	5	1.4838	12.9375	89	0.146666667	62	577.0	2.15625	3	145
mp-557685	-2.110138671	1.5	6	7	1.0433	42.75	96	0.382352941	62	2750.0	2.785	3	164
mp-567716	-2.111259432	0.0	0	5	4.7735	13.77777778	94	0.379310345	62	933.47	2.645	3	145
mp-30077	-2.111820899	0.0	0	5	1.1042	33.44	85	0.155555556	62	903.78	1.51	3	203
mp-753009	-2.112383094	0.0	0	1	1.7102	38.33333333	93	0.441176471	62	1234.93	2.638333333	3	145
mp-12271	-2.112946016	0.0	0	2	4.0775	30.96	89	0.444444444	62	923.0	2.836	3	141
mp-772823	-2.112946016	3.25	9	9	3.8598	55.78125	87	0.37037037	62	2506.0	2.6175	3	190
mp-756458	-2.112946016	0.0	0	5	5.803	42.72	87	0.371428571	62	1770.0	2.634	3	189
mp-561877	-2.114639176	0.0	0	3	7.9848	50.625	93	0.441176471	62	1747.0	3.2925	2	192
mp-29349	-2.114639176	0.0	0	3	3.3398	25.33333333	92	0.583333333	62	388.36	2.606666667	3	105
mp-554568	-2.120904522	0.0	0	4	5.3117	21.953125	94	0.45	62	3823.0	2.455625	5	102
mp-697981	-2.122053451	0.0	0	4	2.763	30.29333333	92	0.358490566	62	3823.0	2.806	5	144
mp-754414	-2.123205428	0.0	0	8	3.5247	64.16326531	87	0.380952381	62	1345.0	2.435714286	3	198
mp-771235	-2.127261581	3.0	9	9	3.3679	74.19753086	87	0.5	62	1193.0	2.365555556	3	244
mp-752793	-2.129011595	0.0	0	1	1.9648	38.33333333	93	0.441176471	62	1234.93	2.638333333	3	145
mp-23199	-2.130182202	0.0	0	1	5.1116	50.22222222	94	0.625	62	1000.0	2.403333333	2	215
mp-28727	-2.130768691	2.4	9	9	1.0769	39.52	88	0.338709677	62	1193.0	2.110666667	3	207
mp-762352	-2.131355973	0.0	0	4	4.1823	22.47337278	92	0.346153846	62	3823.0	2.28	3	107
mp-18138	-2.133713075	0.857142857	6	6	1.2241	33.95918367	89	0.186046512	62	3695.0	2.028571429	3	203
mp-558046	-2.134304354	1.0	5	5	3.2062	54.72	93	0.517241379	62	1519.0	2.862	3	203
mp-559882	-2.13489644	0.0	0	4	2.7469	18.96	94	0.291666667	62	3823.0	2.666	5	132
mp-7405	-2.136083039	0.0	0	8	4.774	44.88	87	0.448275862	62	1345.0	2.62	3	198
mp-17989	-2.137272889	0.0	0	3	2.7739	45.75	88	0.59375	62	388.36	1.87125	3	203
mp-755405	-2.137272889	0.0	0	10	3.4216	65.14285714	87	0.421052632	62	1294.0	2.427142857	3	201
mp-752725	-2.138466007	0.0	0	1	1.2741	39.75	93	0.384615385	62	1234.93	2.7175	3	145
mp-28695	-2.139662412	0.0	0	4	2.5734	60.48	92	0.25	62	1687.0	1.864	3	203
mp-601202	-2.140261854	0.0	0	4	5.7803	22.66666667	93	0.637931034	62	3823.0	3.013333333	6	166
mp-720287	-2.142065157	0.0	0	3	3.0169	28.6876859	92	0.484615385	62	1090.0	2.518292683	5	166
mp-11347	-2.142667926	0.0	0	5	7.9484	51.375	93	0.46875	62	1629.0	3.2875	2	194
mp-559764	-2.142667926	0.0	0	10	4.3828	43.62244898	94	0.50617284	62	1687.0	2.707142857	4	201
mp-17799	-2.146302214	0.0	0	4	4.1322	30.49586777	87	0.465517241	62	3823.0	2.690909091	5	203
mp-766448	-2.147520433	0.0	0	4	3.5981	34.96296296	93	0.5	62	505.08	2.78	6	166
mp-17805	-2.148742079	0.0	0	4	1.7222	44.46875	93	0.3	62	1000.0	2.41875	4	215
mp-30224	-2.149967171	0.0	0	4	5.6026	10.01183432	94	0.675	62	1687.0	2.912307692	3	111
mp-7792	-2.152427773	3.6	9	9	1.7758	36.0	88	0.5	62	1814.0	2.064	3	190
mp-29605	-2.152427773	0.0	0	11	3.5814	65.79591837	87	0.444444444	62	1204.0	2.424285714	3	203
mp-4056	-2.156767658	2.571428571	9	9	3.4562	51.91836735	87	0.5	62	1814.0	2.497142857	3	176
mp-17088	-2.157391197	0.0	0	3	2.7021	42.28571429	88	0.59375	62	1000.0	2.031428571	4	215
mp-555844	-2.158640968	1.0	5	5	0.0	16.8	94	0.390243902	62	1519.0	2.384	4	139
mp-624249	-2.159894345	0.0	0	4	4.8675	8.099173554	82	0.448275862	62	3823.0	2.735454545	3	122
mp-723109	-2.160522393	0.0	0	2	3.3192	23.05040175	96	0.479166667	62	1560.0	2.835945946	4	139
mp-30301	-2.161781219	0.0	0	2	5.7745	21.77777778	94	0.65625	62	453.69	2.983333333	3	128
mp-16848	-2.163043706	0.0	0	5	2.3082	18.5625	88	0.2	62	577.0	2.17125	3	145
mp-4325	-2.163043706	0.727272727	8	8	3.5636	24.72727273	88	0.625	62	2128.0	3.091818182	3	175
mp-765457	-2.163676327	1.0	5	5	2.9514	36.72	93	0.517241379	62	1519.0	2.894	3	139
mp-697264	-2.165579741	0.0	0	2	3.7948	29.125	92	0.37037037	62	594.22	2.8	4	144
mp-755213	-2.16941178	0.0	0	4	4.1309	37.92	87	0.368421053	62	3823.0	2.826	3	187
mp-17918	-2.170053754	0.0	0	4	2.3078	48.6875	93	0.48	62	1000.0	2.43	4	215
mp-6633	-2.171340554	0.0	0	4	4.2218	31.0	88	0.5625	62	3823.0	2.275	4	166
mp-753246	-2.171340554	0.0	0	4	2.452	37.95918367	93	0.352941176	62	505.08	2.96	3	139
mp-770853	-2.173277933	0.333333333	3	3	2.6148	28.66666667	93	0.510638298	62	1768.0	2.641111111	5	128
mp-606912	-2.173925651	0.0	0	3	1.8906	16.7	94	0.642857143	62	388.36	2.868	3	105
mp-560208	-2.177832379	0.4	6	7	3.1394	49.2	87	0.456521739	62	2750.0	2.625333333	4	203
mp-542031	-2.178486931	0.833333333	5	6	1.8821	34.0	87	0.310344828	62	2180.0	2.958333333	3	146
mp-28329	-2.179799001	0.0	0	5	1.8526	2.25	96	0.205128205	62	577.0	2.4	2	145
mp-17769	-2.181115046	1.285714286	9	9	5.8589	34.0	93	0.625	62	1799.0	3.077142857	4	190
mp-17980	-2.184422717	0.714285714	5	6	1.4117	40.0	88	0.5	62	2896.0	2.017142857	3	203
mp-863427	-2.184422717	0.0	0	4	3.2388	29.65680473	87	0.426829268	62	1687.0	2.526153846	4	148
mp-30209	-2.185087285	0.0	0	5	7.1131	33.33333333	92	0.125	62	2348.0	1.97	3	128
mp-779858	-2.185087285	0.545454545	6	8	2.7755	57.15702479	87	0.394366197	62	2750.0	2.653636364	3	198
mp-17998	-2.191114605	0.571428571	2	3	0.8241	42.7755102	87	0.363636364	62	2237.0	2.76	3	176
mp-558523	-2.192465446	0.0	0	3	3.5947	29.0	94	0.396551724	62	1337.33	3.305	4	136
mp-779552	-2.192465446	0.0	0	2	2.6398	31.25	90	0.378378378	62	722.66	2.88125	3	138
mp-17048	-2.193142444	0.857142857	6	6	2.23	46.85714286	88	0.347826087	62	3695.0	2.045714286	3	220
mp-753327	-2.196543362	0.0	0	4	3.3688	30.85714286	87	0.362068966	62	1687.0	2.665714286	4	148
mp-29848	-2.19859677	0.0	0	1	2.1757	30.75	96	0.526315789	62	386.85	3.65	2	139
mp-28127	-2.199971123	0.0	0	2	1.7969	24.89795918	88	0.625	62	388.36	2.108571429	2	166
mp-3822	-2.200659934	0.0	0	4	4.4424	40.48	87	0.583333333	62	3823.0	2.764	3	195
mp-608106	-2.200659934	0.0	0	3	1.7917	11.35802469	96	0.472222222	62	388.36	2.424444444	3	139
mp-4626	-2.201349838	0.0	0	4	4.1878	34.4	87	0.583333333	62	3823.0	2.774	3	176
mp-771834	-2.20204084	0.545454545	6	7	2.7676	55.76859504	87	0.35	62	2750.0	2.664545455	3	194
mp-7238	-2.202732944	0.0	0	10	4.7415	41.76	87	0.481481481	62	2348.0	2.7	3	201
mp-764783	-2.204120469	1.0	5	5	2.712	36.72	93	0.517241379	62	1519.0	2.894	3	139
mp-647343	-2.204815897	0.0	0	3	1.2392	2.84375	95	0.306451613	62	317.3	2.86375	2	120
mp-706632	-2.204815897	0.083333333	2	3	2.6678	30.10416667	95	0.3	62	2237.0	2.473333333	4	142
mp-17143	-2.208309842	2.571428571	9	16	3.1092	66.7755102	87	0.347826087	62	1586.0	2.435714286	3	215
mp-757145	-2.208309842	0.0	0	8	4.7226	45.11111111	94	0.448275862	62	1345.0	2.601666667	4	198
mp-557763	-2.209715329	0.545454545	6	10	2.8046	58.19834711	87	0.430769231	62	2750.0	2.645454545	3	201
mp-10383	-2.211125378	3.0	9	9	0.131	34.88888889	90	0.205882353	62	1193.0	1.793333333	3	207
mp-773067	-2.218245127	0.636363636	7	7	3.5103	54.72727273	87	0.27184466	62	3290.0	2.663636364	3	189
mp-559583	-2.219683192	0.0	0	4	3.2831	30.95238095	87	0.307692308	62	600.61	2.982380952	4	148
mp-752555	-2.221849257	2.571428571	9	9	3.4349	67.10204082	87	0.5	62	1193.0	2.415714286	3	207
mp-30057	-2.223299324	0.0	0	4	5.5532	24.22222222	82	0.5	62	3823.0	2.19	3	128
mp-23404	-2.224026178	0.0	0	5	3.0301	29.55555556	95	0.323529412	62	577.0	3.056666667	3	145
mp-4434	-2.22475425	0.0	0	5	5.6054	43.92	87	0.40625	62	1629.0	2.628	3	194
mp-10821	-2.22475425	0.0	0	4	3.5449	72.0	77	0.4	62	3823.0	1.685	2	220
mp-779096	-2.22694582	0.636363636	7	7	3.5119	55.07438017	87	0.264150943	62	3290.0	2.666363636	3	190
mp-625663	-2.238072688	2.25	9	9	4.5953	43.375	92	0.5	62	1814.0	2.61	3	170
mp-19269	-2.241088638	1.0	5	10	2.54	49.92	87	0.4	62	2180.0	2.624	3	201
mp-3792	-2.249492145	1.8	9	9	5.54	42.96	87	0.541666667	62	1799.0	2.63	3	190
mp-557807	-2.254145351	0.0	0	2	2.1855	63.66666667	87	0.2	62	1337.33	1.975	4	244
mp-768942	-2.259637864	0.0	0	3	3.4044	38.02040816	89	0.375	62	1747.0	2.933571429	3	192
mp-556087	-2.26201323	0.0	0	11	1.1682	54.42857143	94	0.394736842	62	1204.0	2.098571429	4	203
mp-556974	-2.268411799	0.0	0	5	6.4712	21.76388889	87	0.571428571	62	2348.0	2.760833333	3	215
mp-556021	-2.27002628	0.0	0	2	3.1676	53.04	90	0.444444444	62	1000.0	2.662	3	215
mp-553939	-2.270835777	0.0	0	4	4.7183	34.4	87	0.583333333	62	3823.0	2.774	3	176
mp-29304	-2.272459312	1.8	9	9	4.0139	30.24	94	0.529411765	62	1799.0	2.634	3	190
mp-31116	-2.272459312	3.6	9	9	3.8973	58.8	87	0.5	62	1814.0	2.556	3	207
mp-672186	-2.274088939	0.0	0	2	2.2625	6.06	94	0.583333333	62	722.66	2.648	3	138
mp-768254	-2.274088939	2.454545455	9	16	2.2214	51.25619835	87	0.356321839	62	1586.0	2.714545455	3	196
mp-31118	-2.275724704	1.8	9	9	4.3594	56.64	87	0.413793103	62	1814.0	2.57	3	198
mp-1875	-2.279014834	0.0	0	2	4.3975	19.83673469	93	0.586206897	62	722.66	3.711428571	2	138
mp-9173	-2.282330079	2.666666667	8	8	2.499	41.77777778	87	0.5	62	1941.0	2.806666667	2	160
mp-683501	-2.284833228	0.384615385	5	6	0.0	9.656804734	87	0.545454545	62	3823.0	2.892307692	3	139
mp-560144	-2.290730633	0.3	3	4	1.6315	33.06	95	0.301886792	62	2607.0	2.512	5	203
mp-771816	-2.296709224	3.0	9	16	2.2513	56.46280992	87	0.363636364	62	2750.0	2.661818182	3	196
mp-28555	-2.299296889	0.0	0	2	4.7124	43.06122449	93	0.69047619	62	388.36	3.328571429	3	220
mp-30157	-2.305395415	0.0	0	4	3.252	37.44	94	0.397590361	62	1685.0	2.462	3	192
mp-770816	-2.310691763	1.0	8	8	3.3202	54.0625	87	0.344827586	62	1941.0	2.6475	3	192
mp-558159	-2.313364357	2.0	8	8	2.8063	52.65625	87	0.5	62	1941.0	2.64625	3	215
mp-17283	-2.318759396	0.75	6	7	1.8249	36.625	89	0.222222222	62	2750.0	1.7825	3	203
mp-5163	-2.319665122	2.2	9	9	0.5966	52.08	87	0.4	62	2237.0	2.74	3	207
mp-771121	-2.331614735	3.25	9	9	4.0802	61.09375	87	0.37037037	62	2506.0	2.5875	3	207
mp-4350	-2.333482674	1.285714286	9	9	3.5148	40.7755102	89	0.444444444	62	1193.0	2.915	3	207
mp-770386	-2.333482674	0.714285714	5	5	1.718	31.02040816	87	0.485714286	62	1519.0	2.557142857	4	139
mp-755165	-2.334419666	3.6	9	9	4.4314	54.72	87	0.5	62	1814.0	2.58	3	190
mp-744208	-2.336299734	0.454545455	5	6	0.8032	44.92561983	94	0.568627451	62	2180.0	2.449090909	5	220
mp-567433	-2.340084465	0.0	0	5	1.9337	13.5	96	0.309090909	62	2348.0	2.63625	4	139
mp-3719	-2.341035824	0.75	6	7	2.4442	50.5	88	0.5	62	2750.0	1.7975	3	220
mp-25082	-2.341035824	0.384615385	5	6	3.1536	11.78698225	87	0.545454545	62	3823.0	2.930769231	3	154
mp-758987	-2.342944817	0.0	0	2	0.2378	50.24793388	92	0.390243902	62	1357.77	2.046363636	4	166
mp-18725	-2.346788162	2.8	9	9	2.3378	47.28	87	0.444444444	62	2180.0	2.64	3	190
mp-18051	-2.352617715	3.25	9	9	3.2925	58.75	87	0.5	62	1941.0	2.6175	3	207
mp-768243	-2.356548015	1.0	8	8	3.1822	53.4375	87	0.3125	62	1941.0	2.655	3	190
mp-28328	-2.363512806	0.0	0	1	1.9641	30.375	96	0.288461538	62	386.85	2.2	2	220
mp-772825	-2.369572837	1.555555556	7	7	3.3736	35.25925926	87	0.315789474	62	3290.0	2.801111111	3	170
mp-8347	-2.374688269	1.25	5	5	0.0	37.0	88	0.380952381	62	1519.0	1.9	3	215
mp-23568	-2.379864674	0.0	0	3	2.1924	12.49704142	102	0.625	62	161.3	3.646153846	4	140
mp-19522	-2.381952636	0.8	6	6	3.1087	26.79111111	87	0.431034483	62	3695.0	3.129333333	3	162
mp-706653	-2.391474715	0.0	0	3	3.351	22.31141869	92	0.566666667	62	388.36	2.708235294	4	105
mp-706285	-2.394695708	0.052631579	1	4	1.7997	31.53462604	95	0.339285714	62	3823.0	2.531578947	7	166
mp-3529	-2.40450455	0.875	7	7	1.5901	42.75	88	0.5	62	2183.0	1.80125	3	203
mp-706973	-2.406714709	0.0	0	4	2.9977	21.52	92	0.555555556	62	3823.0	2.689	5	105
mp-18961	-2.421361592	2.8	9	9	2.4331	42.48	87	0.444444444	62	2180.0	2.668	3	170
mp-622258	-2.428291983	1.166666667	7	7	2.7665	44.55555556	87	0.472972973	62	2183.0	2.804166667	4	220
mp-557321	-2.435334764	0.0	0	3	2.4852	6.857142857	88	0.307692308	62	1090.0	2.351428571	2	119
mp-23457	-2.444906398	0.0	0	3	3.0519	16.75	95	0.363636364	62	317.3	2.7875	3	120
mp-764345	-2.449772503	0.833333333	5	6	2.9055	25.33333333	87	0.542857143	62	2180.0	2.935	3	139
mp-775932	-2.452226156	0.9	9	9	2.4686	28.42	96	0.277777778	62	1799.0	2.162	3	215
mp-756166	-2.45469375	1.8	9	9	4.3895	64.08	87	0.352941176	62	1747.0	2.53	3	207
mp-558257	-2.455932825	0.0	0	4	4.4104	36.0	94	0.396226415	62	1685.0	2.875	4	192
mp-771165	-2.457175444	1.0	8	8	3.1473	54.0625	87	0.344827586	62	1941.0	2.6475	3	192
mp-554903	-2.45842163	0.0	0	5	4.4159	36.44444444	94	0.403846154	62	1629.0	2.873333333	4	194
mp-645568	-2.45842163	1.25	5	6	2.7802	36.44444444	87	0.35483871	62	2896.0	2.926666667	4	154
mp-28276	-2.465974783	0.0	0	11	4.0078	38.90625	95	0.27173913	62	1204.0	2.19625	3	203
mp-557263	-2.471084199	0.0	0	4	3.3317	19.16666667	92	0.526315789	62	3823.0	2.679166667	4	76
mp-866638	-2.472371001	0.409090909	9	9	4.8549	34.5785124	92	0.125	62	2348.0	2.07	4	203
mp-768341	-2.472371001	0.9	9	9	3.3027	36.4	95	0.277777778	62	1799.0	2.372	3	215
mp-722245	-2.476254443	0.0	0	4	2.3718	43.37190083	92	0.55	62	3823.0	2.347272727	6	203
mp-27257	-2.480172924	0.0	0	3	3.3482	4.875	95	0.321428571	62	317.3	2.7675	2	120
mp-743528	-2.486783333	0.217391304	5	6	3.2644	27.31190926	94	0.462686567	62	2180.0	2.50173913	5	139
mp-763785	-2.488117574	1.428571429	5	5	1.8294	37.26530612	93	0.452380952	62	1519.0	2.78	4	139
mp-607711	-2.490798419	0.0	0	10	1.0755	37.22222222	87	0.542857143	62	1294.0	2.99	3	201
mp-561848	-2.490798419	0.0	0	4	3.8771	4.8	87	0.583333333	62	3823.0	2.906	2	76
mp-706518	-2.49621027	0.833333333	5	6	1.8706	33.77777778	87	0.298245614	62	2180.0	2.84	3	145
mp-555559	-2.498941697	0.545454545	6	8	1.6363	46.44628099	89	0.277227723	62	2750.0	2.410909091	4	198
mp-29988	-2.504456633	0.0	0	1	1.3551	33.75	94	0.446428571	62	1828.05	2.62375	3	244
mp-557029	-2.527244575	0.111111111	1	3	1.5246	17.18518519	94	0.428571429	62	2041.4	2.764444444	4	136
mp-541189	-2.530179015	0.0	0	3	2.1601	6.367346939	89	0.352941176	62	494.0	2.344285714	2	120
mp-781646	-2.530179015	1.0	8	8	3.1331	54.6875	87	0.357142857	62	1941.0	2.645	3	194
mp-654335	-2.536108056	0.352941176	3	4	0.1971	63.71626298	87	0.473684211	62	2607.0	2.367647059	4	244
mp-556223	-2.536108056	0.0	0	4	5.4516	12.65625	93	0.68	62	3823.0	3.50875	4	105
mp-557626	-2.53760305	3.25	9	16	3.1551	55.3125	87	0.37037037	62	1941.0	2.6425	3	196
mp-776063	-2.540608568	0.555555556	5	5	3.0801	30.27160494	93	0.533333333	62	1519.0	2.604444444	5	139
mp-672644	-2.565432214	0.0	0	3	3.2301	43.44	87	0.625	62	336.53	2.836	3	203
mp-772583	-2.565432214	0.857142857	6	6	3.2671	47.93877551	87	0.36	62	3695.0	2.762857143	3	176
mp-775199	-2.580045408	1.714285714	7	7	2.1455	36.24489796	87	0.432432432	62	2183.0	2.56	4	153
mp-631350	-2.58670141	0.416666667	5	5	2.7641	16.25	95	0.472972973	62	3823.0	2.871666667	4	139
mp-752453	-2.59006806	1.0	8	8	3.0563	55.9375	87	0.4	62	1941.0	2.635	3	198
mp-605486	-2.59516748	1.583333333	9	9	3.6565	39.88888889	87	0.366666667	62	2896.0	2.901666667	4	170
mp-720869	-2.598600665	0.0	0	4	3.2245	18.93004115	92	0.543478261	62	3823.0	2.727407407	4	76
mp-780878	-2.598600665	0.357142857	5	5	4.0608	23.69387755	87	0.584415584	62	1519.0	2.861428571	4	139
mp-542611	-2.60032749	0.0	0	5	1.2476	21.37024221	88	0.397058824	62	577.0	2.683529412	3	145
mp-766540	-2.605549545	0.888888889	8	8	2.3811	14.51851852	88	0.5	62	1941.0	1.753333333	3	160
mp-763349	-2.621603371	0.714285714	5	5	3.969	36.57142857	93	0.540540541	62	1519.0	2.775714286	3	139
mp-22876	-2.630785442	0.0	0	1	2.0157	39.375	96	0.288461538	62	386.85	2.1925	2	244
mp-27250	-2.638273486	0.833333333	5	5	3.4198	57.55555556	87	0.5	62	2430.0	2.741666667	3	244
mp-764959	-2.638273486	1.166666667	7	7	2.817	26.66666667	93	0.625	62	2183.0	3.588333333	2	153
mp-6113	-2.675718986	1.0	8	8	3.1668	32.65625	87	0.46	62	1941.0	2.7375	4	160
mp-17621	-2.677782153	0.833333333	5	5	4.2611	58.44444444	87	0.347826087	62	3459.0	2.741666667	3	244
mp-867590	-2.677782153	0.0	0	1	0.4004	34.53125	93	0.431034483	62	1357.77	3.085	3	132
mp-583499	-2.69250546	0.058823529	1	3	1.4291	12.73356401	95	0.184782609	62	2041.4	2.588235294	3	148
mp-18997	-2.701148452	0.714285714	5	5	3.6658	28.73469388	87	0.513513514	62	1519.0	2.64	4	139
mp-19046	-2.705535317	0.833333333	5	5	2.0839	46.66666667	87	0.5	62	1519.0	2.688333333	3	203
mp-560884	-2.714444266	0.7	7	7	2.8496	12.9	94	0.5375	62	3290.0	2.964	4	170
mp-583297	-2.718968225	0.923076923	6	7	2.2867	45.87573964	88	0.5	62	2750.0	2.138461538	4	215
mp-570884	-2.737550571	0.0	0	2	1.7639	0.32	96	0.285714286	62	722.66	2.548	2	139
mp-683867	-2.744729184	0.0	0	5	5.5089	21.96	87	0.482142857	62	2348.0	2.797	3	194
mp-704731	-2.749581706	0.833333333	5	5	2.0563	46.66666667	87	0.5	62	1519.0	2.688333333	3	203
mp-569094	-2.754489059	0.0	0	3	2.1677	6.367346939	89	0.352941176	62	494.0	2.344285714	2	120
mp-9475	-2.767005668	0.0	0	3	3.3129	43.44	87	0.625	62	336.53	2.836	3	203
mp-540572	-2.769552867	0.0	0	3	2.1637	11.625	94	0.692307692	62	171.6	3.13	2	102
mp-17789	-2.782517898	0.428571429	3	4	0.1697	57.79591837	87	0.470588235	62	2607.0	2.514285714	3	203
mp-557084	-2.793176012	0.0	0	5	0.6349	25.34693878	93	0.543209877	62	1687.0	2.925714286	5	132
mp-680298	-2.804102284	1.590909091	7	7	3.6842	56.80991736	87	0.307692308	62	3290.0	2.641818182	3	220
mp-560434	-2.806877351	0.0	0	3	3.2989	43.22	88	0.625	62	388.36	2.75	4	203
mp-541361	-2.815310556	0.3	3	4	1.7946	38.46	94	0.571428571	62	2607.0	2.612	5	203
mp-647813	-2.829740339	0.714285714	5	6	3.2468	70.04081633	87	0.5	62	2180.0	2.428571429	3	244
mp-3261	-2.847713797	0.0	0	5	5.561	21.6	87	0.473684211	62	2348.0	2.798	3	192
mp-542697	-2.856987387	0.428571429	3	4	0.5315	63.34693878	87	0.470588235	62	2607.0	2.514285714	3	220
mp-555071	-2.860123117	0.0	0	3	2.3839	13.3125	95	0.580645161	62	265.8	3.6	4	120
mp-766942	-2.860123117	0.625	5	5	1.838	35.0	93	0.568181818	62	1519.0	2.92625	3	139
mp-18832	-2.913642661	0.875	7	7	2.9955	58.9375	93	0.575	62	2183.0	2.76125	4	203
mp-558270	-2.946924247	0.0	0	5	2.2857	15.28888889	94	0.651162791	62	933.47	2.823333333	4	121
mp-581165	-2.978813596	0.0	0	1	2.9129	32.41142857	102	0.584507042	62	301.59	3.641714286	4	244
mp-770748	-3.003929414	3.090909091	9	16	2.6961	57.15702479	87	0.307692308	62	3290.0	2.652727273	3	196
mp-650538	-3.075207619	0.6	6	6	1.8225	26.46	95	0.348314607	62	3823.0	2.9245	4	162
mp-556047	-3.112386638	0.4	4	4	0.5217	32.48	95	0.260504202	62	3823.0	2.463	5	203
mp-27402	-3.127847808	0.428571429	3	3	0.0379	24.81632653	94	0.512820513	62	1768.0	2.34	3	166
mp-28135	-3.135493072	0.461538462	6	7	2.6481	24.73372781	102	0.61	62	2750.0	3.690769231	3	164
mp-8216	-3.142671726	1.8	9	9	4.4973	43.68	87	0.541666667	62	2348.0	2.692	3	207
mp-5690	-3.152431659	3.6	9	16	3.1447	56.16	87	0.387096774	62	1814.0	2.576	3	196
mp-756448	-3.178491057	1.285714286	9	9	2.0176	16.57142857	96	0.277777778	62	1193.0	2.244285714	3	207
mp-777804	-3.212544484	0.666666667	4	4	2.6302	32.44444444	93	0.540540541	62	1811.0	3.121666667	3	132
mp-648469	-3.221853817	0.0	0	3	1.8205	10.04844291	94	0.620689655	62	903.78	2.925294118	5	139
mp-559879	-3.262018232	0.0	0	3	2.6486	16.63265306	94	0.681818182	62	388.36	3.079285714	5	107
mp-23076	-3.263609076	0.428571429	3	3	0.7373	46.20408163	94	0.512820513	62	1768.0	2.308571429	3	220
mp-27595	-3.284002502	0.454545455	5	5	1.0693	51.04132231	93	0.506329114	62	3459.0	3.216363636	3	203
mp-558548	-3.295855491	0.0	0	5	3.2938	21.42533081	87	0.586538462	62	2348.0	2.73	4	166
mp-770629	-3.300168342	0.5	4	5	1.2942	30.625	87	0.459459459	62	1811.0	2.395	4	132
mp-30103	-3.326985548	0.0	0	1	0.789	21.94444444	93	0.416666667	62	1337.33	3.74	2	136
mp-9607	-3.365529784	1.285714286	9	20	2.0701	41.46938776	87	0.5	62	1408.0	2.442857143	3	196
mp-604978	-3.386165575	0.076923077	2	3	4.24	17.43195266	93	0.542105263	62	1728.0	3.466538462	5	124
mp-778473	-3.49080689	2.454545455	9	16	2.5259	53.57024793	87	0.356321839	62	1586.0	2.702727273	3	196
mp-765147	-3.496218847	0.256410256	5	6	1.6466	36.36686391	96	0.325	62	2180.0	2.479487179	5	139
mp-756224	-3.496218847	1.8	9	16	3.0938	61.92	87	0.307692308	62	1629.0	2.546	3	196
mp-756030	-3.628945075	1.8	9	16	3.2167	60.96	87	0.279069767	62	1818.0	2.554	3	196
mp-6569	-3.663554276	0.0	0	3	2.4973	37.66	87	0.491666667	62	336.53	2.875	4	203
mp-720895	-3.663554276	0.1	5	5	1.3417	27.9664	94	0.507614213	62	3823.0	2.6148	7	151
mp-652776	-3.67163467	0.538461538	7	7	2.8654	45.15976331	87	0.584615385	62	2183.0	2.705384615	4	220
mp-6446	-3.684044342	0.857142857	9	9	4.0127	51.26530612	87	0.541666667	62	2348.0	2.586190476	4	215
mp-768237	-3.688260969	3.25	9	16	3.217	57.65625	87	0.294117647	62	2506.0	2.6125	3	196
mp-629080	-3.744744385	0.363636364	4	4	2.4193	11.72727273	93	0.540983607	62	3823.0	3.027727273	4	132
mp-3187	-3.782534481	1.8	9	22	2.229	68.88	87	0.5	62	1071.0	2.466	3	215
mp-776689	-3.821043186	0.571428571	4	4	3.8723	33.33673469	93	0.548780488	62	1811.0	3.03	3	132
mp-669388	-3.826834136	3.6	9	16	1.3044	45.12	89	0.206896552	62	1586.0	2.188	3	196
